Designator,Mid X,Mid Y,Rotation,Layer
C1,145.125,-97.425,90.0,top
C2,154.7,-101.225,270.0,top
C5,147.875,-97.175,90.0,top
C6,147.9,-94.85,90.0,top
J10,158.734615,-98.325,90.0,top
J11,150.115,-104.975,90.0,top
J5,141.359615,-98.325,270.0,top
R1,154.7,-97.3,270.0,top
R2,154.7,-99.25,90.0,top
U1,150.0325,-96.0925,0.0,top
